Date,State,Disease,Disease_Count
14-07-2021,Telangana,Hearing Loss,1
14-07-2021,Telangana,Knee Pain,1
14-07-2021,Telangana,NECK PAIN,1
14-07-2021,Telangana,NUMBNESS OR TINGLING,1
14-07-2021,Telangana,Nocturnal emissions,1
14-07-2021,Telangana,PAIN IN THE WRISTS OR HANDS,1
14-07-2021,Telangana,PAINFUL MENSTRUAL CRAMPS,1
14-07-2021,Telangana,PAINFUL OR FREQUENT URINATION,1
14-07-2021,Telangana,RINGING IN THE EARS,1
14-07-2021,Telangana,SCALING DISORDERS OF SKIN,1
14-07-2021,Telangana,SEXUAL PROBLEM,1
14-07-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
14-07-2021,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
14-07-2021,Telangana,Vision Loss or Impairment,1
14-07-2021,Telangana,continuous abdominal Problem,1
14-07-2021,Telangana,depression following ovarian cancer,1
14-07-2021,Telangana,Eye pain or problem with eyelid,1
14-07-2021,Telangana,nocturnal emissions,1
14-07-2021,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
14-07-2021,Telangana,BLOOD IN THE URINE,1
14-07-2021,Telangana,Breast Pain,1
14-07-2021,Telangana,Discharge from the eye,1
14-07-2021,Telangana,Drowsiness,1
14-07-2021,Telangana,Ear Pain In Children,1
14-07-2021,Telangana,erectile dysfunction,1
14-07-2021,Telangana,"fear, heart palpitation, shortness of breath.",1
14-07-2021,Telangana,hyper sexuality,1
14-07-2021,Telangana,"narcotics analgesics-brown sugar,  polyaddiction",1
14-07-2021,Delhi,Breast Pain,1
14-07-2021,Delhi,Continuous Stomach pain,1
14-07-2021,Delhi,DEPRESSION,1
14-07-2021,Delhi,DIFFICULTY PASSING URINE,1
14-07-2021,Delhi,Discharge from the eye,1
14-07-2021,Delhi,Knee Pain,1
14-07-2021,Delhi,NECK PAIN,1
14-07-2021,Delhi,PAINFUL MENSTRUAL CRAMPS,1
14-07-2021,Delhi,PAINFUL OR FREQUENT URINATION,1
14-07-2021,Delhi,SCROTAL PAIN,1
14-07-2021,Delhi,SHORTNESS OF BREATH,1
14-07-2021,Delhi,SORE THROAT,1
14-07-2021,Delhi,Stomach pain,1
14-07-2021,Delhi,Tooth Pain,1
14-07-2021,Delhi,ULCERS OF SKIN,1
14-07-2021,Karnataka,Ear Pain or Pressure,1
14-07-2021,Karnataka,DIARRHEA IN CHILDREN,1
14-07-2021,Andhra Pradesh,maniya,1
14-07-2021,Telangana,nightfall,1
14-07-2021,Telangana,parental guidance,1
14-07-2021,Telangana,"psychotic symptoms, smiling to self, forgetfulness",1
14-07-2021,Telangana,schizophrenia (auditory & visual hallucination),1
14-07-2021,Andhra Pradesh,Cognitive Problems,1
14-07-2021,Andhra Pradesh,DEPRESSION,1
14-07-2021,Andhra Pradesh,DIARRHEA,1
14-07-2021,Andhra Pradesh,DIFFICULTY PASSING URINE,1
14-07-2021,Andhra Pradesh,Ear Pain or Pressure,1
14-07-2021,Andhra Pradesh,PAINFUL MENSTRUAL CRAMPS,1
14-07-2021,Andhra Pradesh,UNEXPLAINED WEIGHT LOSS,1
14-07-2021,Andhra Pradesh,anxiety,1
14-07-2021,Andhra Pradesh,cogitve,1
14-07-2021,Andhra Pradesh,continuous abdominal Problem,1
14-07-2021,Andhra Pradesh,continuous abdominal cramp Problems,1
14-07-2021,Andhra Pradesh,continuous stomach pain/upset Problems,1
14-07-2021,Andhra Pradesh,covid 19,1
14-07-2021,Andhra Pradesh,depression,1
14-07-2021,Andhra Pradesh,health issue,1
14-07-2021,Delhi,"VAGINAL SORES, LUMPS OR PAIN",1
14-07-2021,Delhi,anxiety due nightfall,1
14-07-2021,Delhi,continuous abdominal_stomach cramp Problems,1
14-07-2021,Delhi,depression,1
14-07-2021,Delhi,lack of concentration,1
14-07-2021,Delhi,masturbation,1
14-07-2021,Delhi,mood problem,1
14-07-2021,Delhi,sexual problem,1
15-07-2021,Delhi,Fever,86
15-07-2021,Telangana,Fever,33
15-07-2021,Delhi,Cough,19
15-07-2021,Delhi,Chronic headache,19
15-07-2021,Telangana,Belching/ Growling Stomach/ Gas,14
15-07-2021,Telangana,Chronic headache,11
15-07-2021,Telangana,Cough,10
15-07-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,8
15-07-2021,Telangana,MISSED OR IRREGULAR PERIODS,8
15-07-2021,Telangana,Chest pain,7
15-07-2021,Delhi,Belching/ Growling Stomach/ Gas,6
15-07-2021,Delhi,Knee Pain,6
15-07-2021,Delhi,PAIN IN THE WRISTS OR HANDS,6
15-07-2021,Telangana,Stomach ache,5
15-07-2021,Telangana,continuous abdominal pain/upset Problems,5
15-07-2021,Delhi,HAIR LOSS,4
15-07-2021,Delhi,PAINFUL OR FREQUENT URINATION,4
15-07-2021,Delhi,Eye pain or problem with eyelid,4
15-07-2021,Delhi,FEVER IN CHILDREN,4
15-07-2021,Telangana,FEVER IN INFANTS,4
15-07-2021,Telangana,NUMBNESS OR TINGLING,4
15-07-2021,Telangana,PAINFUL OR FREQUENT URINATION,4
15-07-2021,Andhra Pradesh,Cough,4
15-07-2021,Delhi,Stomach ache,4
15-07-2021,Delhi,BACK PAIN,4
15-07-2021,Telangana,BACK PAIN,3
15-07-2021,Telangana,BLOOD IN THE URINE,3
15-07-2021,Telangana,DEPRESSION,3
15-07-2021,Telangana,Ear Pain or Pressure,3
15-07-2021,Telangana,NAUSEA OR VOMITING,3
15-07-2021,Telangana,PAIN IN THE ANKLES OR FEET,3
15-07-2021,Telangana,SHORTNESS OF BREATH,3
15-07-2021,Andhra Pradesh,Fever,3
15-07-2021,Delhi,ANXIETY,3
15-07-2021,Delhi,COUGHING IN INFANTS AND CHILDREN,3
15-07-2021,Delhi,DIARRHEA,3
15-07-2021,Delhi,Tooth Pain,2
15-07-2021,Delhi,UNEXPLAINED WEIGHT LOSS,2
15-07-2021,Delhi,Chest pain,2
15-07-2021,Delhi,NAUSEA OR VOMITING,2
15-07-2021,Delhi,RECURRING ABDOMINAL PAIN,2
15-07-2021,Delhi,PAIN IN THE ANKLES OR FEET,2
15-07-2021,Telangana,HAIR LOSS,2
15-07-2021,Telangana,SHOULDER PAIN,2
15-07-2021,Telangana,Discharge from the eye,2
15-07-2021,Telangana,DIFFICULTY PASSING URINE,2
15-07-2021,Telangana,DIARRHEA IN CHILDREN,2
15-07-2021,Telangana,DIARRHEA,2
15-07-2021,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,2
15-07-2021,Andhra Pradesh,Knee Pain,2
15-07-2021,Karnataka,DEPRESSION,2
15-07-2021,Telangana,continuous abdominal cramp Problems,2
15-07-2021,Andhra Pradesh,Anxiety Disorders,2
15-07-2021,Andhra Pradesh,Addiction Problems,2
15-07-2021,Telangana,premature ejaculation,2
15-07-2021,Delhi,Unexplained weight gain,1
15-07-2021,Delhi,MISSED OR IRREGULAR PERIODS,1
15-07-2021,Delhi,Nail Problems,1
15-07-2021,Delhi,RASH IN INFANTS AND CHILDREN,1
15-07-2021,Delhi,SCROTAL PAIN,1
15-07-2021,Delhi,SEVERE OR SUDDEN ABDOMINAL PAIN,1
15-07-2021,Delhi,SHORTNESS OF BREATH,1
15-07-2021,Delhi,SHORTNESS OF BREATH IN INFANTS AND CHILDREN,1
15-07-2021,Delhi,SHOULDER PAIN,1
15-07-2021,Delhi,SORE THROAT,1
15-07-2021,Delhi,"VAGINAL SORES, LUMPS OR PAIN",1
15-07-2021,Andhra Pradesh,Covid 19 vaccine,1
15-07-2021,Delhi,VOMITING IN INFANTS,1
15-07-2021,Delhi,anxiety,1
15-07-2021,Delhi,discharge from penis,1
15-07-2021,Delhi,erectile problem,1
15-07-2021,Delhi,lack of concentration,1
15-07-2021,Delhi,lack of concentration,1
15-07-2021,Delhi,masturbation,1
15-07-2021,Delhi,nightfall,1
15-07-2021,Delhi,phobia,1
15-07-2021,Delhi,premature ejaculation,1
15-07-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,1
15-07-2021,Andhra Pradesh,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,1
15-07-2021,Andhra Pradesh,Gas Problem,1
15-07-2021,Andhra Pradesh,Health issue,1
15-07-2021,Andhra Pradesh,SHORTNESS OF BREATH,1
15-07-2021,Andhra Pradesh,Tooth Pain,1
15-07-2021,Andhra Pradesh,Vaccine related issue,1
15-07-2021,Andhra Pradesh,covid 19 information,1
15-07-2021,Karnataka,Breast Pain,1
15-07-2021,Karnataka,Chronic headache,1
15-07-2021,Karnataka,Cough,1
15-07-2021,Karnataka,RASH IN INFANTS AND CHILDREN,1
15-07-2021,Karnataka,covid positive awaressness/ guidance,1
15-07-2021,Delhi,CONSTIPATION,1
15-07-2021,Delhi,COUGHING IN CHILDREN,1
15-07-2021,Delhi,CRYING IN INFANTS,1
15-07-2021,Delhi,EAR PAIN IN INFANTS,1
15-07-2021,Delhi,Ear Pain or Pressure,1
15-07-2021,Andhra Pradesh,DEPRESSION,1
15-07-2021,Andhra Pradesh,"Cough,cold,Fever",1
15-07-2021,Andhra Pradesh,Continuous Stomach pain,1
15-07-2021,Telangana,NECK PAIN,1
15-07-2021,Telangana,RECURRING ABDOMINAL PAIN,1
15-07-2021,Telangana,RINGING IN THE EARS,1
15-07-2021,Telangana,Sexual Problems,1
15-07-2021,Telangana,Tooth Pain,1
15-07-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
15-07-2021,Telangana,VOMITING OR NAUSEA IN CHILDREN,1
15-07-2021,Telangana,"alcohol intoxication, paranoia",1
15-07-2021,Telangana,baby planning,1
15-07-2021,Telangana,bipolar disorder,1
15-07-2021,Telangana,"chronic gastroentritis, thinking of gastric",1
15-07-2021,Telangana,continuous stomach pain/upset Problems,1
15-07-2021,Telangana,hypoactive sexual desire disorder of relative,1
15-07-2021,Telangana,"stress, tension, sleep disturbance",1
15-07-2021,Telangana,substance use,1
15-07-2021,Andhra Pradesh,Addiction Problems,1
15-07-2021,Andhra Pradesh,Anxiety dIsorders,1
15-07-2021,Andhra Pradesh,BACK PAIN,1
15-07-2021,Andhra Pradesh,CONSTIPATION,1
15-07-2021,Andhra Pradesh,Cognitive Problems,1
15-07-2021,Telangana,ANXIETY,1
15-07-2021,Telangana,Adjustment Problems,1
15-07-2021,Telangana,Anxiety disorder,1
15-07-2021,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
15-07-2021,Telangana,COUGHING IN CHILDREN,1
15-07-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,1
15-07-2021,Telangana,CRYING IN INFANTS,1
15-07-2021,Telangana,Cognitive Problems,1
15-07-2021,Telangana,DIARRHEA IN INFANTS,1
15-07-2021,Telangana,DIZZINESS,1
15-07-2021,Telangana,Depression,1
15-07-2021,Telangana,Knee Pain,1
16-07-2021,Delhi,Fever,121
16-07-2021,Delhi,Chronic headache,25
16-07-2021,Telangana,Fever,22
16-07-2021,Telangana,Stomach ache,19
16-07-2021,Delhi,Cough,19
16-07-2021,Telangana,Chronic headache,11
16-07-2021,Telangana,Chest pain,10
16-07-2021,Delhi,Tooth Pain,10
16-07-2021,Telangana,Cough,10
16-07-2021,Telangana,PAIN IN THE ANKLES OR FEET,9
16-07-2021,Telangana,Belching/ Growling Stomach/ Gas,9
16-07-2021,Delhi,PAIN IN THE WRISTS OR HANDS,8
16-07-2021,Telangana,continuous abdominal pain/upset Problems,7
16-07-2021,Telangana,MISSED OR IRREGULAR PERIODS,7
16-07-2021,Delhi,Belching/ Growling Stomach/ Gas,7
16-07-2021,Delhi,Ear Pain or Pressure,6
16-07-2021,Telangana,NAUSEA OR VOMITING,6
16-07-2021,Telangana,PAINFUL OR FREQUENT URINATION,6
16-07-2021,Telangana,Tooth Pain,6
16-07-2021,Telangana,CONSTIPATION,6
16-07-2021,Delhi,BACK PAIN,5
16-07-2021,Delhi,Ear Pain In Children,5
16-07-2021,Delhi,ANXIETY,5
16-07-2021,Telangana,FEVER IN CHILDREN,5
16-07-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,5
16-07-2021,Telangana,continuous abdominal cramp Problems,5
16-07-2021,Telangana,BACK PAIN,4
16-07-2021,Telangana,DIARRHEA,4
16-07-2021,Telangana,PAIN IN THE WRISTS OR HANDS,4
16-07-2021,Andhra Pradesh,Cough,4
16-07-2021,Delhi,CONSTIPATION,4
16-07-2021,Delhi,FEVER IN CHILDREN,4
16-07-2021,Delhi,HAIR LOSS,4
16-07-2021,Delhi,PAIN IN THE ANKLES OR FEET,4
16-07-2021,Delhi,SHORTNESS OF BREATH,4
16-07-2021,Delhi,Stomach ache,3
16-07-2021,Telangana,DEPRESSION,3
16-07-2021,Telangana,DIZZINESS,3
16-07-2021,Telangana,VOMITING OR NAUSEA IN CHILDREN,3
16-07-2021,Delhi,Chest pain,3
16-07-2021,Delhi,DIARRHEA,3
16-07-2021,Delhi,Knee Pain,3
16-07-2021,Delhi,SORE THROAT,3
16-07-2021,Telangana,depression,2
16-07-2021,Andhra Pradesh,Belching/ Growling Stomach/ Gas,2
16-07-2021,Telangana,continuous abdominal Problem,2
16-07-2021,Telangana,masturbation addiction,2
16-07-2021,Telangana,nocturnal emission,2
16-07-2021,Telangana,SORE THROAT,2
16-07-2021,Telangana,HAIR LOSS,2
16-07-2021,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,2
16-07-2021,Andhra Pradesh,SHORTNESS OF BREATH,2
16-07-2021,Telangana,Eye pain or problem with eyelid,2
16-07-2021,Telangana,Ear Pain or Pressure,2
16-07-2021,Telangana,Discharge from the eye,2
16-07-2021,Telangana,Depression,2
16-07-2021,Delhi,RECURRING ABDOMINAL PAIN,2
16-07-2021,Delhi,NAUSEA OR VOMITING,2
16-07-2021,Delhi,Unexplained weight gain,2
16-07-2021,Delhi,UNEXPLAINED WEIGHT LOSS,2
16-07-2021,Telangana,ANXIETY,1
16-07-2021,Telangana,Addiction Problems,1
16-07-2021,Telangana,Adolescent Reproductive & Sexual Health,1
16-07-2021,Telangana,SHORTNESS OF BREATH,1
16-07-2021,Telangana,Suicidal ideation,1
16-07-2021,Telangana,ULCERS OF SKIN,1
16-07-2021,Telangana,UNEXPLAINED WEIGHT LOSS,1
16-07-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
16-07-2021,Telangana,genital size,1
16-07-2021,Telangana,masturbation,1
16-07-2021,Telangana,post marital pregnancy issues,1
16-07-2021,Telangana,preference for same sex partner,1
16-07-2021,Telangana,premature ejaculation,1
16-07-2021,Telangana,sexual problem of wife,1
16-07-2021,Telangana,tobacco,1
16-07-2021,Andhra Pradesh,Addiction Problems,1
16-07-2021,Andhra Pradesh,CONSTIPATION,1
16-07-2021,Andhra Pradesh,Childhood Problems,1
16-07-2021,Andhra Pradesh,DIARRHEA,1
16-07-2021,Andhra Pradesh,Depression,1
16-07-2021,Andhra Pradesh,Discharge from the eye,1
16-07-2021,Andhra Pradesh,FEVER IN CHILDREN,1
16-07-2021,Andhra Pradesh,Family planning,1
16-07-2021,Telangana,Sexual Problems,1
16-07-2021,Telangana,RECURRING ABDOMINAL PAIN,1
16-07-2021,Telangana,Breast Lump,1
16-07-2021,Telangana,Breast Pain,1
16-07-2021,Telangana,DIARRHEA IN CHILDREN,1
16-07-2021,Telangana,DIARRHEA IN INFANTS,1
16-07-2021,Telangana,Drowsiness,1
16-07-2021,Telangana,Ear Pain In Children,1
16-07-2021,Telangana,FEVER IN INFANTS,1
16-07-2021,Telangana,HEAVY MENSTRUAL PERIODS,1
16-07-2021,Telangana,NUMBNESS OR TINGLING,1
16-07-2021,Telangana,Nail Problems,1
16-07-2021,Andhra Pradesh,Sexual problems,1
16-07-2021,Andhra Pradesh,Health issues,1
16-07-2021,Andhra Pradesh,Tension,1
16-07-2021,Andhra Pradesh,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
16-07-2021,Delhi,Headache,1
16-07-2021,Delhi,NUMBNESS OR TINGLING,1
16-07-2021,Delhi,Nightfall,1
16-07-2021,Delhi,Nightfall ( discharge from penis),1
16-07-2021,Delhi,Premature Ejaculation,1
16-07-2021,Delhi,RINGING IN THE EARS,1
16-07-2021,Delhi,SCROTAL PAIN,1
16-07-2021,Delhi,SHORTNESS OF BREATH IN INFANTS AND CHILDREN,1
16-07-2021,Delhi,SHOULDER PAIN,1
16-07-2021,Delhi,Stomach pain,1
16-07-2021,Delhi,ULCERS OF SKIN,1
16-07-2021,Delhi,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
16-07-2021,Delhi,VOMITING OR NAUSEA IN CHILDREN,1
16-07-2021,Delhi,anxiety,1
16-07-2021,Delhi,depression,1
16-07-2021,Delhi,nightfall,1
16-07-2021,Delhi,stress,1
16-07-2021,Delhi,FEVER IN INFANTS,1
16-07-2021,Delhi,Eye pain or problem with eyelid,1
16-07-2021,Delhi,Erection Problem,1
16-07-2021,Andhra Pradesh,Vaccine related issue,1
16-07-2021,Andhra Pradesh,continuous abdominal/stomach cramp Problems,1
16-07-2021,Andhra Pradesh,covid 19,1
16-07-2021,Andhra Pradesh,scheme related issue,1
16-07-2021,Andhra Pradesh,stress,1
16-07-2021,Karnataka,Fever,1
16-07-2021,Delhi,Addiction of Alcoholism,1
16-07-2021,Delhi,Anxiety,1
16-07-2021,Delhi,Anxiety after taking Vaccine,1
16-07-2021,Delhi,Anxiety( due to medicine),1
16-07-2021,Delhi,Continuous Stomach pain,1
16-07-2021,Delhi,DEPRESSION,1
16-07-2021,Delhi,DIARRHEA IN CHILDREN,1
16-07-2021,Delhi,DIZZINESS,1
16-07-2021,Delhi,Drowsiness,1
17-07-2021,Delhi,Fever,106
17-07-2021,Telangana,Fever,46
17-07-2021,Delhi,Cough,26
17-07-2021,Delhi,Chronic headache,17
17-07-2021,Telangana,Belching/ Growling Stomach/ Gas,16
17-07-2021,Telangana,Chronic headache,15
17-07-2021,Telangana,NAUSEA OR VOMITING,12
17-07-2021,Telangana,Chest pain,10
17-07-2021,Andhra Pradesh,Fever,8
17-07-2021,Delhi,Chest pain,8
17-07-2021,Telangana,Cough,8
17-07-2021,Telangana,DIARRHEA,7
17-07-2021,Telangana,DIZZINESS,7
17-07-2021,Telangana,Eye pain or problem with eyelid,7
17-07-2021,Telangana,Stomach ache,7
17-07-2021,Delhi,PAIN IN THE WRISTS OR HANDS,7
17-07-2021,Telangana,HAIR LOSS,6
17-07-2021,Delhi,BACK PAIN,6
17-07-2021,Delhi,FEVER IN CHILDREN,5
17-07-2021,Delhi,PAINFUL OR FREQUENT URINATION,5
17-07-2021,Telangana,continuous abdominal cramp Problems,5
17-07-2021,Telangana,Tooth Pain,5
17-07-2021,Telangana,MISSED OR IRREGULAR PERIODS,5
17-07-2021,Telangana,BACK PAIN,4
17-07-2021,Telangana,PAINFUL OR FREQUENT URINATION,4
17-07-2021,Telangana,UNEXPLAINED WEIGHT LOSS,4
17-07-2021,Delhi,ANXIETY,4
17-07-2021,Delhi,DIARRHEA,4
17-07-2021,Delhi,HAIR LOSS,4
17-07-2021,Delhi,Knee Pain,4
17-07-2021,Delhi,NAUSEA OR VOMITING,4
17-07-2021,Delhi,SHORTNESS OF BREATH,4
17-07-2021,Delhi,SORE THROAT,4
17-07-2021,Delhi,Tooth Pain,4
17-07-2021,Delhi,FEVER IN INFANTS,3
17-07-2021,Delhi,Ear Pain or Pressure,3
17-07-2021,Andhra Pradesh,Cough,3
17-07-2021,Telangana,Unexplained weight gain,3
17-07-2021,Telangana,Sexual Problems,3
17-07-2021,Telangana,Breast Pain,3
17-07-2021,Telangana,DEPRESSION,3
17-07-2021,Telangana,DIARRHEA IN INFANTS,3
17-07-2021,Telangana,Discharge from the eye,3
17-07-2021,Telangana,FEVER IN CHILDREN,3
17-07-2021,Telangana,Knee Pain,3
17-07-2021,Telangana,PAIN IN THE ANKLES OR FEET,2
17-07-2021,Andhra Pradesh,Belching/ Growling Stomach/ Gas,2
17-07-2021,Telangana,FEVER IN INFANTS,2
17-07-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,2
17-07-2021,Telangana,Ear Pain In Children,2
17-07-2021,Telangana,NECK PAIN,2
17-07-2021,Delhi,Drowsiness,2
17-07-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,2
17-07-2021,Delhi,MISSED OR IRREGULAR PERIODS,2
17-07-2021,Delhi,Masturbation,2
17-07-2021,Andhra Pradesh,covid 19,2
17-07-2021,Delhi,BLOOD IN THE URINE,2
17-07-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,2
17-07-2021,Telangana,CONSTIPATION,2
17-07-2021,Delhi,ULCERS OF SKIN,2
17-07-2021,Delhi,Vision Loss or Impairment,2
17-07-2021,Delhi,stress,2
17-07-2021,Delhi,alcohol addiction,1
17-07-2021,Delhi,masturbation,1
17-07-2021,Delhi,nightfall,1
17-07-2021,Delhi,sleep problem due to stress,1
17-07-2021,Delhi,Stomach ache,1
17-07-2021,Delhi,Stress and Negative thought,1
17-07-2021,Delhi,Addiction of  Khaini,1
17-07-2021,Delhi,Belching/ Growling Stomach/ Gas,1
17-07-2021,Delhi,CONSTIPATION,1
17-07-2021,Delhi,Continuous Stomach pain,1
17-07-2021,Delhi,DEPRESSION,1
17-07-2021,Delhi,Depression,1
17-07-2021,Delhi,Eye pain or problem with eyelid,1
17-07-2021,Delhi,HEAVY MENSTRUAL PERIODS,1
17-07-2021,Delhi,LOSS OF URINE CONTROL,1
17-07-2021,Delhi,NECK PAIN,1
17-07-2021,Delhi,NUMBNESS OR TINGLING,1
17-07-2021,Delhi,PAIN IN THE ANKLES OR FEET,1
17-07-2021,Delhi,RASH IN INFANTS AND CHILDREN,1
17-07-2021,Delhi,RINGING IN THE EARS,1
17-07-2021,Delhi,SCROTAL PAIN,1
17-07-2021,Karnataka,"suicidal thoughts, overthinking, emotional trauma",1
17-07-2021,Karnataka,SHOULDER PAIN,1
17-07-2021,Telangana,Addiction Problems,1
17-07-2021,Telangana,Addiction problem,1
17-07-2021,Telangana,Adjustment Problems,1
17-07-2021,Telangana,Adolescent Reproductive & Sexual Health,1
17-07-2021,Telangana,Anxiety disorders,1
17-07-2021,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
17-07-2021,Telangana,SHORTNESS OF BREATH IN INFANTS AND CHILDREN,1
17-07-2021,Telangana,Sexual problems,1
17-07-2021,Telangana,ULCERS OF SKIN,1
17-07-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
17-07-2021,Telangana,Vision Loss or Impairment,1
17-07-2021,Telangana,continuous abdominal pain/upset Problems,1
17-07-2021,Telangana,disorders of sexual preferences,1
17-07-2021,Andhra Pradesh,Anxiety Disorders,1
17-07-2021,Andhra Pradesh,Chronic headache,1
17-07-2021,Andhra Pradesh,Cognitive  Problems,1
17-07-2021,Andhra Pradesh,Discharge from the eye,1
17-07-2021,Andhra Pradesh,Tension,1
17-07-2021,Andhra Pradesh,elbow pain,1
17-07-2021,Andhra Pradesh,health issue,1
17-07-2021,Andhra Pradesh,stress,1
17-07-2021,Karnataka,Belching/ Growling Stomach/ Gas,1
17-07-2021,Karnataka,Breast Pain,1
17-07-2021,Karnataka,CONSTIPATION,1
17-07-2021,Karnataka,Chest pain,1
17-07-2021,Karnataka,RASH IN INFANTS AND CHILDREN,1
17-07-2021,Telangana,SORE THROAT,1
17-07-2021,Telangana,SHORTNESS OF BREATH,1
17-07-2021,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
17-07-2021,Telangana,Rash,1
17-07-2021,Telangana,COUGHING IN CHILDREN,1
17-07-2021,Telangana,Depression,1
17-07-2021,Telangana,Drowsiness,1
17-07-2021,Telangana,HYPER SEXUALITY,1
17-07-2021,Telangana,Internet Addiction,1
17-07-2021,Telangana,LOSS OF URINE CONTROL,1
17-07-2021,Telangana,NOCTURNAL EMISSIONS,1
17-07-2021,Telangana,NUMBNESS OR TINGLING,1
17-07-2021,Telangana,PAIN IN THE WRISTS OR HANDS,1
17-07-2021,Telangana,RINGING IN THE EARS,1
18-07-2021,Delhi,Fever,162
18-07-2021,Delhi,Cough,31
18-07-2021,Telangana,Fever,30
18-07-2021,Delhi,Chronic headache,29
18-07-2021,Telangana,Cough,11
18-07-2021,Telangana,Stomach ache,10
18-07-2021,Telangana,MISSED OR IRREGULAR PERIODS,9
18-07-2021,Delhi,BACK PAIN,9
18-07-2021,Delhi,Belching/ Growling Stomach/ Gas,9
18-07-2021,Delhi,DIARRHEA,9
18-07-2021,Telangana,ANXIETY,8
18-07-2021,Telangana,Belching/ Growling Stomach/ Gas,8
18-07-2021,Telangana,Chest pain,8
18-07-2021,Telangana,DEPRESSION,8
18-07-2021,Telangana,NAUSEA OR VOMITING,8
18-07-2021,Delhi,NAUSEA OR VOMITING,8
18-07-2021,Delhi,PAIN IN THE WRISTS OR HANDS,7
18-07-2021,Delhi,Tooth Pain,7
18-07-2021,Telangana,Chronic headache,7
18-07-2021,Telangana,DIARRHEA,7
18-07-2021,Telangana,CONSTIPATION,6
18-07-2021,Delhi,HAIR LOSS,6
18-07-2021,Delhi,Knee Pain,6
18-07-2021,Telangana,BACK PAIN,5
18-07-2021,Delhi,SHORTNESS OF BREATH,5
18-07-2021,Delhi,SORE THROAT,5
18-07-2021,Telangana,PAINFUL OR FREQUENT URINATION,5
18-07-2021,Delhi,SCROTAL PAIN,4
18-07-2021,Delhi,PAINFUL OR FREQUENT URINATION,4
18-07-2021,Telangana,FEVER IN CHILDREN,4
18-07-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,4
18-07-2021,Telangana,HAIR LOSS,4
18-07-2021,Delhi,Ear Pain or Pressure,4
18-07-2021,Delhi,BLOOD IN THE URINE,3
18-07-2021,Delhi,ANXIETY,3
18-07-2021,Andhra Pradesh,Cough,3
18-07-2021,Telangana,continuous abdominal cramp Problems,3
18-07-2021,Telangana,Tooth Pain,3
18-07-2021,Telangana,DIZZINESS,3
18-07-2021,Delhi,Drowsiness,3
18-07-2021,Delhi,Eye pain or problem with eyelid,3
18-07-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,3
18-07-2021,Delhi,PAIN IN THE ANKLES OR FEET,3
18-07-2021,Telangana,masturbation,2
18-07-2021,Andhra Pradesh,Depression,2
18-07-2021,Andhra Pradesh,Fever,2
18-07-2021,Telangana,SORE THROAT,2
18-07-2021,Delhi,RECURRING ABDOMINAL PAIN,2
18-07-2021,Delhi,CONSTIPATION,2
18-07-2021,Delhi,DIZZINESS,2
18-07-2021,Delhi,Stomach ache,2
18-07-2021,Delhi,NUMBNESS OR TINGLING,2
18-07-2021,Telangana,Eye pain or problem with eyelid,2
18-07-2021,Telangana,Depression,2
18-07-2021,Telangana,DIFFICULTY PASSING URINE,2
18-07-2021,Telangana,FEVER IN INFANTS,2
18-07-2021,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,2
18-07-2021,Telangana,PAIN IN THE WRISTS OR HANDS,2
18-07-2021,Telangana,PAINFUL MENSTRUAL CRAMPS,2
18-07-2021,Telangana,SHORTNESS OF BREATH,2
18-07-2021,Delhi,SHOULDER PAIN,1
18-07-2021,Delhi,Stomach pain,1
18-07-2021,Delhi,UNEXPLAINED WEIGHT LOSS,1
18-07-2021,Delhi,Unexplained weight gain,1
18-07-2021,Delhi,"VAGINAL SORES, LUMPS OR PAIN",1
18-07-2021,Delhi,continuous abdominal pain/upset Problems,1
18-07-2021,Delhi,nightfall,1
18-07-2021,Delhi,stress due to corona,1
18-07-2021,Delhi,stress due to masturbation,1
